run_name,model_name,encoder_name,num_rounds,local_epochs,lr,elapsed_sec,model_bytes,n_params,est_total_comm_mb,avg_fit_time_sec_per_round_per_client,avg_eval_time_sec_per_round_per_client,avg_gpu_max_alloc_mb,avg_rss_delta_mb
deeplabv3plus__timm-mobilenetv3_small_100,deeplabv3plus,timm-mobilenetv3_small_100,4,6,0.001,153.74201342000015,8709532,2160993,199.34536743164062,7.950084116500041,0.24149047400002624,376.3695882161458,112.865234375
