epoch,train_loss,train_dice,train_iou,train_acc,val_loss,val_dice,val_iou,val_acc,saved_ckpt,marker
1,0.8486010730266571,0.2286595168949687,0.1308416989591077,0.7186508969907407,0.8571900725364685,0.13723936614970073,0.07369086465599951,0.38031358506944446,True,X
2,0.7848321994145712,0.3223649064231129,0.19347745633645222,0.823753978587963,0.7675039768218994,0.30432000627684513,0.17965965997165323,0.7743283420138889,True,X
3,0.7489614685376486,0.3405234117751865,0.205695898542006,0.841798683449074,0.7363514006137848,0.3233381633814498,0.193018141029626,0.7960096571180555,True,X
4,0.7143997550010681,0.3695649900614411,0.22798830939650108,0.8706235532407408,0.7560811638832092,0.20312473352473376,0.11865122864295485,0.9415077039930556,False,
5,0.6771524548530579,0.39302118252651724,0.2463146496564441,0.8881716579861109,0.8772715479135513,0.09283767783802388,0.05032343774834151,0.9485026041666667,False,
6,0.6207463691631953,0.45587996701173594,0.2980142642361859,0.9237747757523147,0.6127922385931015,0.43403799040881846,0.28093894833613137,0.927824435763889,True,X
7,0.5645904093980789,0.5070421261292211,0.3430025581973142,0.9396851490162036,0.71330326795578,0.29595516329057026,0.17383736666221566,0.7649522569444445,False,
8,0.5218557318051656,0.5265727684189436,0.3616520129924772,0.9404528356481482,0.6334503889083862,0.4101647656129247,0.26105028563329724,0.9597016059027778,False,
9,0.38802636663119,0.6554471008808752,0.4924651148481509,0.9676671006944444,0.8702547699213028,0.13289631209995253,0.07423149929272227,0.9537239583333333,False,
10,0.3337888916333516,0.6964850279438064,0.5408209576418233,0.972610134548611,0.33585529029369354,0.68860483475268,0.5358038139498418,0.9672390407986111,True,X
11,0.27588632702827454,0.7468977203999878,0.5976349194524128,0.9766418909143518,0.38262034952640533,0.6369964377931028,0.4697369666838159,0.9687836371527778,False,
12,0.22872007389863333,0.7901646246310596,0.6545969270591728,0.9812167245370369,0.3413704037666321,0.6713616706023404,0.5071214695603059,0.9705691189236111,False,
13,0.19819495578606924,0.8169877598756975,0.6913012361294227,0.9835427517361109,0.3475394994020462,0.6625567835670587,0.49773862641038086,0.9725802951388889,False,
14,0.18629038830598196,0.8259329659415883,0.7056395297558552,0.9841861979166665,0.4993293434381485,0.5059826594527177,0.33998681590095237,0.9658468967013888,False,
15,0.1841618369023005,0.8270577971270038,0.7059910782531604,0.9846515118634259,0.33539989590644836,0.6699861777284759,0.5051638573154625,0.9610899522569444,False,
16,0.16292151312033334,0.8466009355013969,0.7348255623249317,0.9864872685185184,0.3397553265094757,0.6668445341517208,0.5007604636015368,0.9730685763888889,False,
17,0.1652622471253077,0.8432910539017283,0.7299374562587803,0.9865411603009259,0.30281905829906464,0.702066317684481,0.5444028424675754,0.965910915798611,True,X
18,0.14460375408331552,0.8631403958921054,0.7595038130109524,0.98763671875,0.2959723025560379,0.7089132361542029,0.550097224637864,0.97294921875,True,X
19,0.13459715247154236,0.8723705250453477,0.7740313001007353,0.9887973813657408,0.290559858083725,0.713588211452169,0.5559648248659022,0.9674565972222223,True,X
20,0.13364258905251822,0.8730099314839421,0.7755376810977551,0.9888366247106481,0.28805673122406006,0.7163170121645164,0.5588554261342307,0.9732378472222223,True,X
21,0.1295973857243856,0.876606110178009,0.7811061230584307,0.9892648654513888,0.2633022665977478,0.7412192042143189,0.5904757706135388,0.9769178602430556,True,X
