step,duration_sec
1,36.4783
2,24.5258
3,24.3579
4,50.6746
5,23.9501
6,19.8877
7,19.1447
8,19.1859
9,19.1631
10,24.1468
11,50.3981
12,23.9340
13,23.4113
14,50.8189
15,19.8874
16,18.9692
17,19.5314
18,49.8592
19,23.2660
20,23.6950
21,23.3898
22,19.2187
23,23.4149
24,19.3372
25,50.6379
26,19.2882
27,19.2779
28,23.4348
29,49.9889
30,50.0204
