run_name,model_name,encoder_name,num_rounds,local_epochs,lr,elapsed_sec,model_bytes,n_params,est_total_comm_mb,avg_fit_time_sec_per_round_per_client,avg_eval_time_sec_per_round_per_client,avg_gpu_max_alloc_mb,avg_rss_delta_mb
unet__resnet50,unet,resnet50,15,10,0.0005,638.396664185,130292796,32517969,11183.120384216309,9.809064627111098,0.3280339184666673,1295.0406467013888,19.2470703125
unet__resnet50,unet,resnet50,10,15,0.0005,568.2070295550002,130292796,32517969,7455.413589477539,14.3801209692,0.2815750601666423,1241.3801432291666,31.97439236111111
