step,duration_sec
1,58.4836
2,50.8170
3,50.3162
4,28.5597
5,23.4240
6,50.1961
7,50.1152
8,23.5576
9,24.8772
10,19.4353
11,50.0447
12,50.3257
13,50.2971
14,19.0985
15,18.9495
16,19.3855
17,23.5783
18,23.3532
19,50.5223
20,50.1251
21,50.2330
22,19.2577
23,24.6168
24,19.0341
25,19.1872
26,50.3279
27,18.8949
28,19.1522
29,23.4609
30,23.7216
