epoch,train_loss,train_dice,train_iou,train_acc,val_loss,val_dice,val_iou,val_acc,saved_ckpt,marker
1,0.902502429485321,0.14991252121432236,0.08178447035056974,0.6517821180555556,0.9241264760494232,0.07472547882499896,0.038859896632540386,0.04298068576388889,True,X
2,0.8605993628501892,0.22057373751097317,0.12400673947088395,0.7531226851851851,0.9210987985134125,0.07810694458666753,0.04069034807656133,0.08829969618055555,True,X
3,0.8372242689132691,0.24071517802805448,0.13709119629215896,0.7776672453703704,0.8739960193634033,0.19115050521770943,0.10607335837857515,0.6725629340277778,True,X
4,0.8231278896331787,0.2750675075898512,0.15971479962764962,0.8199072627314814,0.8380306661128998,0.28339818189765154,0.1662062726257635,0.8066297743055556,True,X
5,0.8073938131332398,0.303599239030187,0.17915442888020358,0.8496086516203704,0.9351402819156647,0.020344366155623458,0.010307732237227606,0.9589366319444445,False,
6,0.7701920628547668,0.3867281680170895,0.2408236853239369,0.8877967303240741,0.754021555185318,0.41656277923958485,0.2691061040191229,0.9173524305555556,True,X
7,0.7404393672943115,0.4504996775582876,0.29085016861574503,0.920185474537037,0.7859282195568085,0.3206153749914002,0.19142878792362011,0.910673828125,False,
8,0.7106804251670837,0.4683520483803122,0.3074584270645972,0.9287222222222222,0.7482777833938599,0.34530512929785667,0.21096789303380278,0.8853146701388889,False,
9,0.6864675879478455,0.5012343436522644,0.3366495335146057,0.9403848379629629,0.8111632466316223,0.2709449761431621,0.1573763398593739,0.9469249131944444,False,
10,0.669020700454712,0.5097686037679076,0.34480724044102573,0.9437074652777777,0.7425791025161743,0.3346261788398269,0.2038693448130185,0.8545171440972222,False,
11,0.7635056138038635,0.2890164194410505,0.17391674571471832,0.9047887731481481,0.9107476472854614,0.0,0.0,0.9613053385416667,False,
12,0.6902928709983825,0.3837909474439244,0.2398592703298475,0.9131349826388888,0.6752919852733612,0.3887377960439288,0.2440451699339199,0.8995062934027778,False,
13,0.5967522144317627,0.546688437529605,0.3767740058402402,0.9541339699074074,0.6838937997817993,0.35567402367861756,0.21784253256415792,0.86919921875,False,
14,0.5131055116653442,0.6655401087534286,0.5005192012828333,0.9700747974537037,0.5913460552692413,0.49865224734529046,0.3532598282027014,0.9458637152777778,True,X
15,0.46952258348464965,0.6944975464813716,0.5332396612142506,0.9736280381944444,0.6660623848438263,0.3839540849426587,0.24452649847046565,0.9143044704861112,False,
16,0.4272226929664612,0.7107236527579017,0.5525181764095862,0.9742269965277778,0.4723917245864868,0.6433300870774162,0.5018459486807549,0.9700933159722223,True,X
17,0.37623071670532227,0.7810120684767548,0.6408182937714765,0.9837401620370372,0.4894091784954071,0.6030290904237392,0.4443227767692992,0.9748480902777777,False,
18,0.3509770154953003,0.7627758226859782,0.619718285871991,0.9803258101851853,0.48297762870788574,0.58209604781751,0.4331526878682833,0.9599370659722222,False,
19,0.3290870666503906,0.7765482751368817,0.635937506370438,0.9827980324074075,0.6206473708152771,0.4202381440278959,0.2686965706208202,0.9545692274305555,False,
20,0.3158613681793213,0.7799491276177186,0.6439568285787654,0.9838661747685185,0.6088053286075592,0.42457611915388505,0.27094936882447074,0.9550607638888888,False,
21,0.26809815168380735,0.8216367987335504,0.6975698510239028,0.9870675636574073,0.5473286807537079,0.4908896544776869,0.3421609219871042,0.96619140625,False,
22,0.25334768295288085,0.821798660161499,0.6988307276318435,0.9864956597222223,0.454074889421463,0.5951900079730137,0.46252844170443747,0.9733203125000001,False,
23,0.24741095304489136,0.8268256523105226,0.7061304062988725,0.9882281539351853,0.4994168281555176,0.5416638770851527,0.39412057192319744,0.9732009548611111,False,
24,0.22515136003494263,0.8337821818211772,0.7157877646310249,0.9876854745370369,0.42652350664138794,0.616518634136487,0.4781094037299711,0.9771256510416666,False,
25,0.2098292112350464,0.8462599778757733,0.7339944967704921,0.9888019386574074,0.505395919084549,0.5274788491053859,0.4002361121347499,0.9764702690972222,False,
26,0.2051538348197937,0.8479681591857989,0.7375061266998022,0.9892935474537037,0.48602357506752014,0.543749598960505,0.4090655872541774,0.976174045138889,False,
27,0.19085656404495238,0.8566050480551602,0.7501033189636098,0.9896668113425925,0.49525219202041626,0.5293926006219349,0.3951543095154999,0.97552734375,False,
28,0.17103382349014282,0.8728056828414253,0.7749936345191142,0.9907102141203705,0.43036866188049316,0.5948921932689017,0.4626057507087905,0.9765928819444445,False,
29,0.17786117792129516,0.8632896235240703,0.7597562158991483,0.9901116898148148,0.45880424976348877,0.5637252639701854,0.4294081976417743,0.9777810329861112,False,
30,0.15802546739578247,0.8838090987061443,0.7925979133187847,0.9918899016203703,0.47804996371269226,0.542670161214909,0.4018858750966887,0.975422092013889,False,
31,0.1546532154083252,0.8821711033739721,0.7902889653707611,0.9915047743055556,0.47088152170181274,0.5486772570269209,0.40821352345691464,0.9754166666666666,False,
32,0.14931862354278563,0.8868087390940571,0.797247637386811,0.9918939525462962,0.4900716543197632,0.5273428402812801,0.38460704340143653,0.9740787760416667,False,
33,0.13871170282363893,0.8953064690169581,0.8112965320790018,0.9923855613425927,0.44630175828933716,0.5716287961702898,0.419465400801749,0.9735384114583333,False,
34,0.1583125352859497,0.8741938735089849,0.7823605169660908,0.9913038194444445,0.44667425751686096,0.5733149074270719,0.4291993987885292,0.9752094184027778,False,
35,0.12880951166152954,0.9039968534171445,0.8252973829447624,0.9932123842592592,0.45474973320961,0.5614216487405947,0.4149183673072734,0.9736447482638889,False,
36,0.1401577591896057,0.891791519728913,0.8056018449578375,0.992542679398148,0.4626777172088623,0.5542262809521634,0.4050580113404816,0.9735991753472222,False,
37,0.12363097667694092,0.9065695552185355,0.8292248711397114,0.9933285590277778,0.4939420223236084,0.5206017426423719,0.3769525207850465,0.9742805989583334,False,
38,0.12875791788101196,0.8998172791729184,0.8196109627014898,0.9927196180555555,0.4326729476451874,0.5806929837808547,0.4301707721963204,0.9720670572916666,False,
39,0.12018741369247436,0.9089071675472316,0.8332364549903453,0.9934554398148148,0.47186386585235596,0.5406377683311224,0.39329553538575823,0.9726204427083334,False,
40,0.12028691768646241,0.9081961604525585,0.8323316252580055,0.9935154803240742,0.47909530997276306,0.5336964298114714,0.3829367775265433,0.9715570746527777,False,
41,0.11236841678619384,0.9143010207226515,0.8427070014674172,0.9937831307870371,0.45088958740234375,0.5629963159893738,0.4136798542718938,0.9727821180555556,False,
42,0.11309858560562133,0.9163907279538215,0.8472084648639786,0.9940766782407409,0.4817841947078705,0.5317006369637842,0.3861652875037431,0.9736859809027778,False,
43,0.10927083492279052,0.9182692757823606,0.8492783749633267,0.9943048321759258,0.4925343990325928,0.519382839420839,0.37365469154093606,0.9729286024305556,False,
44,0.10691686868667602,0.9195577060314941,0.8516911767816406,0.9942876157407406,0.4584830701351166,0.5531404345346611,0.4035798834690586,0.9721994357638889,False,
45,0.10874631404876708,0.9167225172245503,0.8464800700332613,0.9938758680555555,0.4433264136314392,0.5705327043972614,0.4219424680961523,0.9725368923611111,False,
46,0.1136866569519043,0.9134364176070363,0.8410835602731697,0.9940409432870372,0.4577365517616272,0.5549112794267442,0.4064044696849214,0.972746310763889,False,
47,0.10942304134368896,0.9204183281666072,0.8528976944848085,0.9945101273148149,0.48917102813720703,0.5234415347987436,0.37607290939020166,0.9728298611111111,False,
48,0.11468102931976318,0.911003522142211,0.837528497836096,0.9937407407407408,0.4806743562221527,0.5316507634540232,0.3833955506652701,0.9724370659722222,False,
49,0.10233815908432006,0.9233906245592859,0.858130673641124,0.9946183449074073,0.4601988196372986,0.5528314236621362,0.40304533228951717,0.9720529513888889,False,
50,0.10298882722854615,0.92260103387601,0.8571931672135218,0.9945758101851853,0.4555295705795288,0.5574133536646584,0.40742376772057265,0.9721017795138889,False,
