run_name,model_name,encoder_name,num_rounds,local_epochs,lr,elapsed_sec,model_bytes,n_params,est_total_comm_mb,avg_fit_time_sec_per_round_per_client,avg_eval_time_sec_per_round_per_client,avg_gpu_max_alloc_mb,avg_rss_delta_mb
deeplabv3plus__timm-mobilenetv3_small_100,deeplabv3plus,timm-mobilenetv3_small_100,7,7,0.001,268.714427612,8709532,2160993,813.9935836791992,4.00567024819047,0.18265173955103597,320.1838843936012,32.01153273809524
