run_name,model_name,encoder_name,num_rounds,local_epochs,lr,elapsed_sec,model_bytes,n_params,est_total_comm_mb,avg_fit_time_sec_per_round_per_client,avg_eval_time_sec_per_round_per_client,avg_gpu_max_alloc_mb,avg_rss_delta_mb
unet__resnet50,unet,resnet50,4,6,0.001,152.20496405900008,130292796,32517969,2982.1654357910156,6.130689628083331,0.27668104099998914,1239.6708170572917,80.04616477272727
