round,duration_sec
1,60.8788
2,18.6421
3,18.5866
4,18.4840
5,18.2793
6,18.8751
7,18.4550
8,18.4322
9,18.4395
10,18.3005
11,18.3611
12,18.1947
13,18.4551
14,18.4793
15,18.1175
