step,duration_sec
1,35.1867
2,19.1947
3,6.4374
4,6.4675
5,6.4327
6,13.6487
7,6.4289
8,13.6387
9,13.3289
10,6.4114
11,13.2311
12,6.3745
13,13.2090
14,6.5291
15,5.3630
16,6.3883
17,5.4762
18,13.3478
19,13.1451
20,13.3743
21,6.4303
22,13.3945
23,6.4561
24,13.5033
25,13.2664
26,6.4384
27,5.9553
28,6.4029
29,5.4882
30,13.3171
