step,client_id,epoch,val_loss,val_dice,is_best
1,0,1,2.7320446968078613,0.07507155974554111,no
1,0,2,17.25718879699707,0.0748244321146441,no
1,0,3,0.6456712186336517,0.225285157063637,no
1,0,4,0.6466889679431915,0.0004753981459461008,no
1,0,5,0.84823077917099,0.09002113010372834,no
1,0,6,0.5676568746566772,0.37811265664337024,no
1,0,7,0.48821981251239777,0.3523407560317709,no
1,0,8,0.4764718860387802,0.34943220743860626,no
1,0,9,0.5388831943273544,0.3824174374329509,yes
1,0,10,0.5027012526988983,0.29801444269990074,no
2,2,1,0.5250606536865234,0.0,no
2,2,2,0.5131125450134277,0.1237956975054457,no
2,2,3,0.7236303687095642,0.12057825411736482,no
2,2,4,0.5168607831001282,0.22729032258057183,no
2,2,5,0.4820912480354309,0.2436693741040791,no
2,2,6,0.424984335899353,0.3529151943460299,no
2,2,7,0.46719878911972046,0.2594015300686725,no
2,2,8,0.5425150394439697,0.17939323446734917,no
2,2,9,0.4490815997123718,0.28471944288790335,no
2,2,10,0.39239707589149475,0.3646441417534261,yes
3,1,1,0.6858110576868057,0.3310666272483334,no
3,1,2,0.440647654235363,0.4825507080685659,no
3,1,3,0.25437086820602417,0.6423530761910092,no
3,1,4,0.2349533662199974,0.6681756164877279,no
3,1,5,0.2243599183857441,0.680807503841045,no
3,1,6,0.26587770879268646,0.6200123712820542,no
3,1,7,0.22151175886392593,0.6856774704992479,no
3,1,8,0.20145758613944054,0.7266022292791253,no
3,1,9,0.2319694496691227,0.6850210878132792,no
3,1,10,0.19292325340211391,0.7326384258176362,yes
4,1,1,0.18587259203195572,0.7409223160172321,yes
4,1,2,0.22404328361153603,0.6824886145988582,no
4,1,3,0.19707399606704712,0.7262176180019211,no
4,1,4,0.21377981081604958,0.6998988820956685,no
4,1,5,0.2183414325118065,0.6948351469727473,no
4,1,6,0.22420625016093254,0.6780341654886791,no
4,1,7,0.22450245544314384,0.6884615055546179,no
4,1,8,0.18789001926779747,0.7342751463595031,no
4,1,9,0.1918766088783741,0.7340011789908094,no
4,1,10,0.20479679107666016,0.7135473366328146,no
5,1,1,0.18033284321427345,0.7490009190633278,no
5,1,2,0.2132798731327057,0.6975502997609316,no
5,1,3,0.23248150199651718,0.6695511937971712,no
5,1,4,0.2029920257627964,0.7166618902202487,no
5,1,5,0.19762814044952393,0.7204828323563612,no
5,1,6,0.19293054565787315,0.7342839498278237,no
5,1,7,0.18620526604354382,0.7401653941044499,no
5,1,8,0.18193850852549076,0.7475404111586015,no
5,1,9,0.17793063819408417,0.7575910062048081,yes
5,1,10,0.1849258653819561,0.7438565316810283,no
6,0,1,0.28653357177972794,0.5799970204384882,no
6,0,2,0.24304084479808807,0.6091700104343828,no
6,0,3,0.2752082943916321,0.6200054478431065,no
6,0,4,0.2615124583244324,0.60990245667785,no
6,0,5,0.24362118542194366,0.6432778031948367,no
6,0,6,0.22920287400484085,0.6638021692667719,no
6,0,7,0.2430141419172287,0.6147468897460109,no
6,0,8,0.2248733788728714,0.6437392622808562,no
6,0,9,0.20772148296236992,0.6752534763388427,yes
6,0,10,0.2274641990661621,0.6475584580991014,no
7,1,1,0.21445800550282001,0.7031535765408271,no
7,1,2,0.18636223301291466,0.7487219043780489,no
7,1,3,0.18283400498330593,0.7441177042064948,no
7,1,4,0.22316835075616837,0.6853026236396254,no
7,1,5,0.21032889746129513,0.7084925789307427,no
7,1,6,0.2483075000345707,0.6519195366832992,no
7,1,7,0.22626972943544388,0.6872155212735814,no
7,1,8,0.18854736350476742,0.7389053835501155,no
7,1,9,0.18845627084374428,0.7420136660698643,no
7,1,10,0.17610863968729973,0.7601153778813705,yes
8,0,1,0.2560321018099785,0.616609326904225,no
