epoch,train_loss,train_dice,train_iou,train_acc,val_loss,val_dice,val_iou,val_acc,saved_ckpt,marker
1,0.8926824569702149,0.1456714396251873,0.07936830498500157,0.5431138599537036,0.9252870380878448,0.07442353460066573,0.03869671134273728,0.03874782986111111,True,X
2,0.8584138035774231,0.2211753048222309,0.12440030348102385,0.7506456886574074,0.9132289886474609,0.09218048137519766,0.04843248635244987,0.23076605902777778,True,X
3,0.8348562002182007,0.28761339249086126,0.16849826298815254,0.8268956886574074,0.894479364156723,0.12317508822380399,0.065901584436056,0.43878797743055553,True,X
4,0.8113213777542114,0.33792463855340316,0.20379556638470553,0.8637685185185185,0.8891467750072479,0.13461735554591314,0.07251406155170181,0.49262803819444445,True,X
5,0.8065400362014771,0.3388800190927245,0.20508017934722517,0.883144965277778,0.860106885433197,0.2025378830418948,0.11311656670948209,0.7025694444444444,True,X
6,0.7688437104225159,0.37681311916345595,0.23304870878086473,0.8890842013888889,0.874161571264267,0.15442823357607494,0.08379171906458549,0.5797884114583334,False,
7,0.7199336051940918,0.5217772543508289,0.3557117468548316,0.9392666377314814,0.7607505619525909,0.44783524982135214,0.32378363720097036,0.9623969184027779,True,X
8,0.6978477120399476,0.5215418401609413,0.3532172892002291,0.9405344328703704,0.7887424230575562,0.3156962638832135,0.1901036871152863,0.8835926649305557,False,
9,0.6989114880561829,0.47391689927679853,0.3111966470980645,0.9356743344907408,0.7710082232952118,0.4287904052827937,0.3056708054172557,0.9650238715277777,False,
10,0.6339914202690125,0.5784703083962215,0.40753353248983853,0.95570703125,0.7310996055603027,0.339597618776157,0.2056603022679573,0.8684950086805556,False,
11,0.5853539824485778,0.6346999073707049,0.46808991882296747,0.966111400462963,0.728775680065155,0.34000822956596544,0.2060614422586612,0.8739008246527777,False,
12,0.5183081746101379,0.6807851707707193,0.5166756617398849,0.970023148148148,0.734271228313446,0.2981846070412799,0.17619475117367323,0.8275694444444445,False,
