run_name,model_name,encoder_name,num_rounds,local_epochs,lr,elapsed_sec,model_bytes,n_params,est_total_comm_mb,avg_fit_time_sec_per_round_per_client,avg_eval_time_sec_per_round_per_client,avg_gpu_max_alloc_mb,avg_rss_delta_mb
unet__mit_b3,unet,mit_b3,15,10,0.0005,435.00792436300003,189406868,47349713,16256.921882629395,23.035083587916688,0.4671744250000529,2269.2293701171875,123.83349609375
unet__mit_b3,unet,mit_b3,10,15,0.0005,186.16370370899995,189406868,47349713,10837.94792175293,29.9234277165001,-1.0,2147.60546875,841.6171875
