epoch,train_loss,train_dice,train_iou,train_acc,val_loss,val_dice,val_iou,val_acc,saved_ckpt,marker
1,0.7977776527404785,0.2736635733947678,0.15974656198211493,0.7777678313078703,0.8058792650699615,0.30658761922687255,0.18117640921172365,0.7777631293402778,True,X
2,0.7061471939086914,0.3805577482300544,0.23768098869803955,0.8603412543402778,0.685258537530899,0.4104236785821274,0.25867719632816966,0.8720746527777777,True,X
3,0.5882108608881632,0.5380944120786546,0.3704939042297342,0.9285228587962963,0.5311483293771744,0.5974035474379263,0.4297086702899225,0.9594194878472223,True,X
4,0.3862789372603099,0.7167021545290088,0.560656761338303,0.9718552879050927,0.5070495158433914,0.5763698568387886,0.41256736302447294,0.9566840277777777,False,
5,0.2953798721234004,0.7418581120497252,0.5909041583297755,0.9751671006944443,0.41925475001335144,0.6017561562093654,0.43641774168538494,0.9496592881944445,True,X
6,0.2580118129650752,0.7625126459084149,0.6174224212735443,0.9791024667245373,0.4688280373811722,0.5398335735693274,0.3780463197192667,0.9296533203125,False,
7,0.23141841093699136,0.7831735048153011,0.6443109576779771,0.9798225911458333,0.36372220516204834,0.6477927195912031,0.48092826180901704,0.9615169270833333,True,X
8,0.2083818664153417,0.8034239452078705,0.6715334224047226,0.9822567635995368,0.344103142619133,0.6628427990471937,0.502056888988438,0.9654991319444445,True,X
9,0.18982223669687906,0.8208373831158303,0.6972000650111926,0.9839341001157406,0.36489132046699524,0.6399522082448632,0.4739952922431221,0.9639192708333333,False,
10,0.1883637656768163,0.8205148435543855,0.6994032779236528,0.9846169704861111,0.3749329298734665,0.6288066259793288,0.4629622764839546,0.9671674262152777,False,
11,0.16833919286727905,0.8404392832658033,0.7262679483572217,0.9856054687500001,0.4206267297267914,0.5827910699712378,0.41936352631802554,0.967255859375,False,
12,0.17024186750253043,0.8370450769672529,0.7202307210301826,0.9853477647569444,0.36443285644054413,0.6386820475898917,0.47599124557067807,0.9680105251736112,False,
13,0.15996094544728598,0.8470428390832635,0.7349525376654594,0.9863453052662038,0.3776153475046158,0.6251679078169333,0.46093814162392294,0.9675889756944445,False,
14,0.15159237384796143,0.8554095855917617,0.7477065384138775,0.9870138888888889,0.35872982442379,0.6455559221895169,0.4829891672073411,0.9692643229166666,False,
15,0.14677726725737253,0.8598908987095126,0.7544500855941311,0.987633101851852,0.35951749980449677,0.6430885338678158,0.48003520723575344,0.9680919053819445,False,
16,0.14047697683175406,0.8654534404844848,0.7630762677429379,0.988021918402778,0.398954302072525,0.6032377255884712,0.4395420634033086,0.9676725260416666,False,
17,0.15041149655977884,0.8554181527140569,0.7483803537427588,0.9873759403935186,0.3524746745824814,0.6506503605768529,0.4881199396567291,0.9666547309027778,False,
18,0.13433711230754852,0.8711838706563232,0.7719639793209486,0.9885876012731482,0.3588085472583771,0.6434138062611476,0.47924668242582413,0.9676166449652778,False,
19,0.13046161830425262,0.8752025506135971,0.7782990995087945,0.9888765914351851,0.3796687722206116,0.6212618069442165,0.45894271348029964,0.9670339626736111,False,
20,0.13397842645645142,0.8714683776385103,0.7732382988682839,0.988665726273148,0.3746646046638489,0.6269131969989304,0.46333823190487833,0.9670469835069444,False,
21,0.12509281933307648,0.8806097922928537,0.7871250621481196,0.9894967086226852,0.3730340451002121,0.6288120460174693,0.466174115211767,0.9681070963541667,False,
22,0.12910602986812592,0.8756760799508689,0.7791375768302894,0.9891905381944445,0.36898475885391235,0.6335863938620732,0.4699416803309522,0.9665077039930555,False,
23,0.12390974660714467,0.8812736228210455,0.7881225217857422,0.9894464337384261,0.376389816403389,0.6245750417927183,0.461725554484166,0.9670502387152778,False,
24,0.1208086609840393,0.884138400271084,0.7927266411823642,0.9897158926504632,0.37682703137397766,0.6250470327809666,0.4609667450939244,0.9679714626736111,False,
25,0.12166201074918111,0.8832404038039177,0.7919733191337666,0.9899862557870373,0.38331812620162964,0.619074782146828,0.4554327863790651,0.9667854817708333,False,
26,0.1132444441318512,0.8918925627164529,0.805102742253404,0.990349392361111,0.3846431374549866,0.6167543402508396,0.45199528444313647,0.9675645616319444,False,
27,0.11613211035728455,0.8886624615657402,0.8002020188814899,0.9902719907407408,0.37522442638874054,0.625827172840816,0.4608782257103701,0.9683013237847222,False,
28,0.10896056890487671,0.8957371820029333,0.8113749639259064,0.9907971643518517,0.3564385622739792,0.6450738460277989,0.4812537686422723,0.968468967013889,False,
29,0.10946466028690338,0.8952175597220582,0.8107918946252414,0.990829173900463,0.3691992908716202,0.6328214954031612,0.46827498927967237,0.9680034722222222,False,
30,0.10483713448047638,0.899842455893133,0.8179989590615881,0.9911138237847222,0.3708905875682831,0.6310575479889469,0.46686496018949064,0.9671685112847221,False,
31,0.10476016004880269,0.8999332906603225,0.8181881020287164,0.9911897786458334,0.35787804424762726,0.64420136463753,0.48070311124345405,0.9681526692708332,False,
32,0.10513141751289368,0.899336805630238,0.8174413453073136,0.9910601128472223,0.3760857880115509,0.6253398920223039,0.45975454861555476,0.9685991753472222,False,
33,0.10234366357326508,0.9021452207919611,0.8218622700675905,0.9912894241898148,0.3602202981710434,0.6415875856161243,0.47700043793741465,0.9680740017361111,False,
34,0.10276657342910767,0.9015680024994057,0.8211909983252901,0.9914456741898148,0.34751445055007935,0.6547278403625603,0.49188071809571793,0.9682996961805556,False,
35,0.09946037828922272,0.9050703653497071,0.8266904155397996,0.9916455078125,0.3581121116876602,0.6441804223258835,0.479735804815146,0.9681982421875,False,
36,0.09876413146654765,0.9055324101636537,0.8275112220376731,0.9916147641782406,0.3790152668952942,0.622073579753958,0.45604947514846367,0.9675661892361112,False,
