step,duration_sec
1,36.2527
2,23.9538
3,23.6441
4,24.9677
5,19.3665
6,50.4156
7,19.0168
8,23.9324
9,50.6542
10,19.7879
11,23.7406
12,50.4610
13,50.4316
14,19.3613
15,19.1433
16,18.9614
17,23.9201
18,50.9642
19,19.0955
20,50.2439
21,50.5045
22,23.4911
23,19.2203
24,19.2774
25,50.2692
26,50.0992
27,19.0397
28,19.3551
29,50.1978
30,19.2165
