round,epoch,train_loss,train_dice,train_iou,train_acc,val_loss,val_dice,val_iou,val_acc,best_epoch
1,1,0.7248673915863038,0.23134386627459952,0.13141815876253388,0.8303114872685186,0.786240965127945,0.32740821337501,0.1978459328320602,0.9212565104166667,
1,2,0.6026176691055298,0.3800736467545579,0.23628455023343542,0.907447193287037,0.7363972961902618,0.06636140192207701,0.03542149775181225,0.9629112413194445,
1,3,0.4908673346042633,0.5967108117694628,0.4288577770683305,0.9615124421296297,0.6683894693851471,0.5345727180396866,0.3914802104026064,0.972511935763889,
1,4,0.4032391905784607,0.6580234896711852,0.4913957640238545,0.9675863715277778,0.5845097005367279,0.4660014375286373,0.32662555606701316,0.972548828125,
1,5,0.31847487688064574,0.758896876121105,0.6118248008526783,0.9800193865740742,0.48379041254520416,0.6232775552920643,0.472266663124661,0.97626953125,x
4,1,0.21880146861076355,0.668379012187568,0.50471651129905,0.9743028067129631,0.30781978368759155,0.5099653637172327,0.3554231598190754,0.9730772569444445,
4,2,0.15739788711071015,0.7562628842099262,0.6082485267453778,0.9836221064814815,0.20441674813628197,0.6905135085221636,0.5516771937243039,0.97724609375,
4,3,0.13711787313222884,0.7925062183225615,0.6571572341899528,0.9842408854166667,0.20288003236055374,0.689219792791566,0.5471677215931989,0.9795030381944444,
4,4,0.1235533133149147,0.8073862379513246,0.6783625817729516,0.9869609374999999,0.19371750578284264,0.7078970673927909,0.5687319452895129,0.9801931423611112,
4,5,0.11301081627607346,0.8293941648919301,0.7096168394945666,0.9874259259259258,0.18491853401064873,0.7199874452403198,0.5847965727138902,0.9811762152777778,x
5,1,0.1461813271045685,0.7812036241603202,0.6421500519837353,0.9836754918981481,0.27602292597293854,0.5637048305719504,0.40284483690043393,0.9763020833333333,
5,2,0.1304408922791481,0.8000736785937169,0.6672577515562963,0.9862527488425925,0.22052881866693497,0.6611346215889204,0.5133849044074814,0.9771202256944445,
5,3,0.12324651479721069,0.8147956321984259,0.6885167542095667,0.9867349537037036,0.18474111706018448,0.7149391471695964,0.5790206782247234,0.9823784722222222,
5,4,0.1292210265994072,0.803522897115775,0.6729415323445812,0.9861032986111111,0.1748824045062065,0.7350754555661527,0.5997850176933917,0.9820627170138889,x
5,5,0.10730517953634262,0.8398116632660878,0.7248761135715623,0.9883624131944444,0.2185717485845089,0.6549164836165968,0.5139483956144321,0.9792664930555555,
