step,duration_sec
1,9.3811
2,8.3234
3,6.8890
4,15.4202
5,7.9567
6,7.6924
7,15.5556
8,15.6428
9,15.3476
10,7.8117
11,7.7583
12,8.2321
13,6.8512
14,6.6501
15,7.6406
16,7.7773
17,7.7426
18,7.0901
19,6.7589
20,15.5163
21,8.0388
22,15.6066
23,7.6676
24,7.8876
25,7.8284
26,15.4311
27,15.6287
28,7.6322
29,6.6476
30,7.7982
