step,duration_sec
1,27.9945
2,20.1727
3,6.4180
4,6.4066
5,13.2491
6,6.4432
7,13.2934
8,14.0946
9,13.3672
10,13.5363
11,19.1986
12,6.5118
13,5.5860
14,6.4693
15,6.5609
16,6.4189
17,5.5146
18,13.2846
19,5.3677
20,6.4451
21,6.4325
22,5.4652
23,5.4068
24,6.4586
25,13.4856
26,13.4059
27,5.7282
28,6.4002
29,13.4839
30,13.1789
