step,client_id,epoch,val_loss,val_dice,is_best
1,1,1,0.7066342681646347,0.44223922110406266,no
1,1,2,0.4752375856041908,0.5761199912346042,no
1,1,3,0.35319889336824417,0.5532882208700607,no
1,1,4,0.279715895652771,0.6163043508934559,no
1,1,5,0.28968457132577896,0.5837006482030387,no
1,1,6,0.2636007070541382,0.6198129987766378,no
1,1,7,0.2587430030107498,0.6272356056410002,no
1,1,8,0.26763616874814034,0.6064761065224129,no
1,1,9,0.2552553415298462,0.6326165734551312,no
1,1,10,0.24637319520115852,0.6482970044644879,no
1,1,11,0.2514008395373821,0.6444116636769989,no
1,1,12,0.24192475527524948,0.6547900597630176,no
1,1,13,0.23549505323171616,0.6707381218576922,yes
1,1,14,0.27621785923838615,0.6062576413114207,no
1,1,15,0.2676180265843868,0.6152834100081369,no
2,0,1,0.235170628875494,0.6298525715205809,no
2,0,2,0.21239498257637024,0.6773215042320597,no
2,0,3,0.22698751091957092,0.6446756942848806,no
2,0,4,0.2100875899195671,0.68180995932633,no
2,0,5,0.191656656563282,0.7113227046063443,yes
2,0,6,0.21985700726509094,0.6657952785255581,no
2,0,7,0.23566889762878418,0.6442545455662038,no
2,0,8,0.21305934339761734,0.6758356918258321,no
2,0,9,0.23546957969665527,0.6542623511236457,no
2,0,10,0.2332340106368065,0.6523941686073174,no
2,0,11,0.23916253447532654,0.6392178509291082,no
2,0,12,0.2394837960600853,0.6421996575238786,no
2,0,13,0.22590751200914383,0.6618740835903582,no
2,0,14,0.21432794630527496,0.6764043914647717,no
2,0,15,0.23831237852573395,0.6493481871051195,no
3,0,1,0.22137440368533134,0.6636081232793114,no
3,0,2,0.2021104097366333,0.693780429909983,yes
3,0,3,0.19881948456168175,0.68937428988822,no
3,0,4,0.22241679206490517,0.6505937209408345,no
3,0,5,0.21381765231490135,0.673578765084883,no
3,0,6,0.2233903482556343,0.6586508090516059,no
3,0,7,0.23209281265735626,0.6516201678928636,no
3,0,8,0.20945532619953156,0.6836450324948572,no
3,0,9,0.25083165615797043,0.6317275248334424,no
3,0,10,0.24852194637060165,0.6363753935790647,no
3,0,11,0.23100756108760834,0.6617485850632612,no
3,0,12,0.24390032142400742,0.6476614182575695,no
3,0,13,0.2282770276069641,0.6692433406474185,no
3,0,14,0.22752707451581955,0.673827659903086,no
3,0,15,0.23499872535467148,0.65937131674304,no
4,0,1,0.22030773758888245,0.6586319818103481,no
4,0,2,0.20114588737487793,0.6901615684575513,yes
4,0,3,0.250845268368721,0.6139078229149462,no
4,0,4,0.2470390945672989,0.6206878091208254,no
4,0,5,0.24442046135663986,0.6212877689434118,no
4,0,6,0.25712406635284424,0.6144523018997355,no
4,0,7,0.2563285827636719,0.6195536702481993,no
4,0,8,0.22322120517492294,0.664276862875543,no
4,0,9,0.2579604983329773,0.6209724463029254,no
4,0,10,0.2576259449124336,0.6212434089533632,no
4,0,11,0.2568903714418411,0.6151447517972619,no
4,0,12,0.2789389565587044,0.5857211516513557,no
4,0,13,0.260473370552063,0.61600983734434,no
4,0,14,0.24459798634052277,0.6331779337385006,no
4,0,15,0.26938866823911667,0.6013731942400229,no
5,1,1,0.2162131927907467,0.6963386845875124,yes
5,1,2,0.22797874733805656,0.695238743536172,no
5,1,3,0.2451227307319641,0.6586186605149069,no
5,1,4,0.2527926489710808,0.6585182066829218,no
5,1,5,0.2557554431259632,0.652890899619813,no
5,1,6,0.24091286212205887,0.6728814582548169,no
5,1,7,0.24998999759554863,0.6673831164200967,no
5,1,8,0.2549183592200279,0.6607467541758341,no
5,1,9,0.23569542542099953,0.6823854002374403,no
5,1,10,0.23008707910776138,0.6943006507998631,no
5,1,11,0.2346516139805317,0.6866539941297765,no
5,1,12,0.24047405645251274,0.6789733909566805,no
5,1,13,0.23964501544833183,0.6806944226000456,no
5,1,14,0.23734989017248154,0.690926371703138,no
5,1,15,0.24924731999635696,0.6683688397269955,no
6,0,1,0.2441863715648651,0.628541067362621,no
6,0,2,0.18269865959882736,0.7254296948036312,yes
6,0,3,0.21679962426424026,0.6627323070850291,no
6,0,4,0.23314015567302704,0.6357390142585622,no
6,0,5,0.23211835324764252,0.6442248671703541,no
6,0,6,0.24948424100875854,0.6241967129762335,no
6,0,7,0.2480480968952179,0.629472703249163,no
6,0,8,0.22454053163528442,0.660820665733004,no
6,0,9,0.2446862757205963,0.6376660898528134,no
6,0,10,0.24913590401411057,0.6275640813499916,no
6,0,11,0.24270790815353394,0.6323835672027669,no
6,0,12,0.2534743845462799,0.6205772326435934,no
6,0,13,0.2680906802415848,0.6029496308315927,no
6,0,14,0.2489415407180786,0.6321399384663711,no
6,0,15,0.23415599763393402,0.6549696038726429,no
7,1,1,0.2501479797065258,0.6552793941617557,no
7,1,2,0.31538862362504005,0.5315032010549858,no
7,1,3,0.262787789106369,0.6392298183752225,no
7,1,4,0.2683660164475441,0.6301184615615261,no
7,1,5,0.23505965620279312,0.6759842427559728,no
7,1,6,0.23183230683207512,0.6800927995202668,no
7,1,7,0.24850045889616013,0.6632459644396276,no
7,1,8,0.22462721914052963,0.6951941942024527,yes
7,1,9,0.23425323888659477,0.6772132139660634,no
7,1,10,0.22490398958325386,0.6970664063525484,no
7,1,11,0.24951747432351112,0.6675526264698357,no
7,1,12,0.24243999272584915,0.6722541851585122,no
7,1,13,0.23377850651741028,0.6865186145327504,no
7,1,14,0.2473769299685955,0.6702548784540623,no
7,1,15,0.2413640059530735,0.6798024775984665,no
8,1,1,0.22770708054304123,0.6942985207907413,yes
8,1,2,0.2579580284655094,0.6519147371633447,no
8,1,3,0.24468006938695908,0.6690994115976933,no
8,1,4,0.25566188246011734,0.6601701383879013,no
8,1,5,0.25725603476166725,0.6599860767992649,no
8,1,6,0.26140857487916946,0.6549075384066267,no
8,1,7,0.2657349780201912,0.6503615277185433,no
8,1,8,0.2528074346482754,0.6621846396739011,no
8,1,9,0.2494509071111679,0.6719012298195376,no
8,1,10,0.2384386844933033,0.6907244605093841,no
8,1,11,0.2524603456258774,0.6742700517341994,no
8,1,12,0.2667899467051029,0.6455870334270609,no
8,1,13,0.26378998905420303,0.6603530279974199,no
8,1,14,0.28263676911592484,0.6354520710479306,no
8,1,15,0.26411936432123184,0.6627970867063937,no
9,1,1,0.24184859916567802,0.6703616969150329,no
9,1,2,0.2374504990875721,0.6721187345584283,no
9,1,3,0.2689989134669304,0.6408883438677149,no
9,1,4,0.24280637130141258,0.6668893977201382,no
9,1,5,0.2250811979174614,0.7001130524571008,yes
9,1,6,0.23642747849225998,0.681295100870418,no
9,1,7,0.25092676281929016,0.6641693643900894,no
9,1,8,0.24585165828466415,0.6792473043407261,no
9,1,9,0.25036298483610153,0.6721753095076132,no
9,1,10,0.22922826185822487,0.6949829659008199,no
9,1,11,0.23815246671438217,0.6837047928502442,no
9,1,12,0.2342686541378498,0.6892327163997833,no
9,1,13,0.2330958992242813,0.6973419728599128,no
9,1,14,0.2599480524659157,0.6688848686865244,no
9,1,15,0.25249074399471283,0.6750337242288543,no
10,1,1,0.2680189162492752,0.6617805736341524,no
10,1,2,0.2471681535243988,0.6718989802474752,no
10,1,3,0.25126010179519653,0.6732632400241988,no
10,1,4,0.2575741969048977,0.6581966993257422,no
10,1,5,0.2531699202954769,0.6677330276586512,no
10,1,6,0.24728534743189812,0.6803253781930866,no
10,1,7,0.2423953227698803,0.6852327474798295,yes
10,1,8,0.25650062412023544,0.6717553365639249,no
10,1,9,0.2418791837990284,0.682398397668734,no
10,1,10,0.24692100286483765,0.6805382909058674,no
10,1,11,0.25844062864780426,0.6664639966445747,no
