step,duration_sec
1,33.9220
2,5.3685
3,13.6717
4,13.2737
5,20.0670
6,13.3709
7,13.8762
8,5.4110
9,5.4630
10,13.5862
11,5.4083
12,6.5584
13,6.4517
14,5.4856
15,6.4451
16,13.5455
17,6.4997
18,13.6359
19,6.4721
20,13.4079
21,13.5251
22,13.4472
23,5.3994
24,13.3498
25,5.4461
26,5.4398
27,13.7468
28,13.4969
29,5.4619
30,5.4316
