round,epoch,train_loss,train_dice,train_iou,train_acc,val_loss,val_dice,val_iou,val_acc,best_epoch
1,1,0.6346946209669113,0.08155881615890168,0.04269761768988698,0.9407063802083333,0.577937662601471,0.0002919708029192818,0.00014600671630873703,0.9851388888888889,
1,2,0.5817155689001083,0.1215720662493175,0.06560191306491711,0.9606990017361111,0.5668966174125671,0.0,0.0,0.9853016493055555,
1,3,0.5446062535047531,0.019734968547675636,0.010052534585644883,0.9785244140625,0.5305187702178955,0.0,0.0,0.9852821180555555,
1,4,0.5185918807983398,0.07256003578507489,0.03907453128054477,0.9786617838541667,0.546277642250061,0.1501564129299932,0.08117249154444893,0.9805447048611111,
1,5,0.49511127173900604,0.3337792794580033,0.20615105281812585,0.9696172960069445,0.5393335223197937,0.12282236894429813,0.06542927366720448,0.9760698784722223,
1,6,0.4739324226975441,0.33170324156995146,0.2042151243118139,0.9577056206597222,0.5234886407852173,0.19931110590903944,0.11068603053147469,0.9480403645833333,x
1,7,0.4471209794282913,0.38753610207979916,0.242846785340432,0.9657930772569444,0.5058413743972778,0.08365881315347908,0.04365548980927856,0.9842165798611111,
2,1,0.4184625670313835,0.3392731691186116,0.21077560722564878,0.968923611111111,0.5016085505485535,0.011111111111096755,0.005586592178763692,0.9833897569444444,
2,2,0.3994760736823082,0.3771510309239212,0.24107789358801104,0.9700266927083333,0.4543174207210541,0.2637235167683587,0.15189027745022718,0.9531662326388889,
2,3,0.30339760333299637,0.5686097153073341,0.40807778943732764,0.9803157552083334,0.4076356291770935,0.3849627455403195,0.23836152663184906,0.9881770833333333,
2,4,0.2668352797627449,0.6201227886026912,0.4501728902398432,0.9829314236111112,0.4575759768486023,0.2550031867430672,0.1461338982431257,0.9492664930555555,
2,5,0.2153477743268013,0.7032025347361657,0.5453657681497723,0.9878630642361111,0.3925497531890869,0.35261653690728656,0.2140464225890081,0.9714887152777778,
2,6,0.1833566464483738,0.7460388848872954,0.596692854151865,0.9894818793402778,0.34678107500076294,0.45403022669996596,0.2936863543785795,0.9811848958333333,x
2,7,0.17102982848882675,0.7538163469793432,0.6062551114848715,0.9900499131944445,0.3876259922981262,0.3660136110536746,0.22400040387710823,0.9666427951388888,
4,1,0.23037944734096527,0.6271392444501007,0.4610237002506078,0.9832783203125,0.42777571082115173,0.22227867394865708,0.12503572449253353,0.9867122395833333,
4,2,0.2043774276971817,0.6586193748843763,0.4926654679805632,0.9874839409722223,0.3398706316947937,0.44519700423285885,0.28633660048564435,0.9815125868055555,
4,3,0.1586577109992504,0.7449444142439801,0.5982338984302524,0.9895205078125,0.3616441786289215,0.39288450080841225,0.24446562864090432,0.9690407986111111,
4,4,0.1599694937467575,0.7385171156395813,0.5860428906595164,0.9895746527777778,0.3534490764141083,0.41482398726303304,0.2616895435774336,0.9856423611111111,
4,5,0.1381575632840395,0.7765120588833748,0.6388275866160382,0.9907825520833333,0.30371731519699097,0.47258553486316796,0.3094022910283436,0.9867860243055555,
4,6,0.12802014872431755,0.7928951719404473,0.6603760577184813,0.991544704861111,0.3827578127384186,0.3231775009247278,0.19273208768546016,0.9880924479166666,
4,7,0.12625695578753948,0.7959106841594261,0.6625107202434515,0.9921185980902778,0.2510131299495697,0.564838210122614,0.3935711040431695,0.9884136284722222,x
6,1,0.25011562556028366,0.5785343886192172,0.43983321584081053,0.9853036024305555,0.5061559677124023,0.09762711864393542,0.05131860299351202,0.9855577256944444,
6,2,0.1982685811817646,0.6771216412640608,0.5150668622178336,0.987501953125,0.3261472284793854,0.41797881477200305,0.26420557365150893,0.9867643229166667,
6,3,0.15388169512152672,0.7510719435949039,0.6085361929135826,0.9906891276041666,0.2616015076637268,0.5511730703837545,0.38042712978129495,0.9885416666666667,x
6,4,0.1662765070796013,0.7266038479251027,0.575717680334177,0.9892057291666667,0.2762307822704315,0.5228564753519797,0.353964571910213,0.9867035590277777,
6,5,0.14490043185651302,0.761876816871187,0.6202084922600214,0.9910260416666666,0.30039817094802856,0.4669206094622424,0.3045638812602268,0.9884592013888889,
6,6,0.12645457312464714,0.7943577902231217,0.6624189007590708,0.9918569878472222,0.28779253363609314,0.49950182663525444,0.33289065958351827,0.9869184027777778,
6,7,0.11519893817603588,0.8129530865233522,0.6865904255877671,0.9923078342013889,0.2816962003707886,0.5034650346498933,0.33642049554927056,0.98802734375,
7,1,0.16309268400073051,0.7343935137018274,0.586661035798879,0.9897457682291666,0.2668800354003906,0.5388442403362621,0.3687794656883594,0.9895399305555556,
7,2,0.16990382969379425,0.7221819717710002,0.5683118221314684,0.9883002387152777,0.2763870358467102,0.5216253655529308,0.3528370640287841,0.9865104166666666,
7,3,0.1391741055995226,0.7723255006280363,0.6324314786742014,0.9906012369791666,0.4477851986885071,0.1759720166821257,0.09647440625446752,0.9867078993055556,
7,4,0.13995190523564816,0.7687499648359483,0.6260922383599864,0.9913313802083333,0.3109966814517975,0.44298898481647014,0.2845124282979165,0.9878190104166666,
7,5,0.11778241954743862,0.8104611579417201,0.685690471738273,0.9920101996527777,0.3411850929260254,0.3925099764653714,0.2441756842772194,0.9871158854166666,
7,6,0.10611630231142044,0.8287110073991388,0.7100507925342171,0.9931195746527778,0.3491351902484894,0.38031319910472,0.23480662983392983,0.9879774305555555,
7,7,0.09606084413826466,0.844132859249669,0.7313753098755972,0.9940078124999999,0.2605537176132202,0.5490438001228968,0.378401360543758,0.9888953993055556,x
