step,client_id,epoch,train_loss,train_dice,val_loss,val_dice,is_best
1,2,1,0.7770769447088242,0.10654536565260003,0.8215010166168213,0.08527849004729565,no
1,2,2,0.6665571630001068,0.28763556194964335,0.7937450408935547,0.020693222969450732,no
1,2,3,0.5712282955646515,0.5686421367643444,0.7483116984367371,0.09086829706070128,no
1,2,4,0.5008879452943802,0.5422401176749206,0.6841908693313599,0.19957379783174317,no
1,2,5,0.4288886934518814,0.6864289211273746,0.6213289499282837,0.2616014558687734,no
1,2,6,0.37886717170476913,0.6851069382514076,0.5756940841674805,0.2603694917689164,no
1,2,7,0.329177163541317,0.7364667506181553,0.5481486320495605,0.19332107843122448,no
1,2,8,0.29215414822101593,0.7274422308723036,0.5114821791648865,0.28106535769449953,no
1,2,9,0.2565823085606098,0.7474651342677411,0.49353182315826416,0.19480807632549943,no
1,2,10,0.22983859106898308,0.7508345622436307,0.45607790350914,0.2826324611906693,yes
2,2,1,0.5784124732017517,0.5450214912378664,0.7188966870307922,0.0,no
2,2,2,0.47657737135887146,0.6914612423553612,0.6750236749649048,0.0,no
2,2,3,0.4053889885544777,0.6998300584633328,0.6239814162254333,0.0,no
2,2,4,0.35448455810546875,0.7454873119775818,0.573691725730896,0.04465493910684079,no
2,2,5,0.3092927932739258,0.7556286685271955,0.5320766568183899,0.12618607516928382,no
2,2,6,0.2638166546821594,0.7927250910781647,0.5151200294494629,0.06859205776164441,no
2,2,7,0.23622224852442741,0.7930250976464599,0.48483118414878845,0.2045505242023148,no
2,2,8,0.22009500116109848,0.759801527704068,0.467385858297348,0.21349238996275863,no
2,2,9,0.19615687057375908,0.7814612227073873,0.49057260155677795,0.056749311294687674,no
2,2,10,0.17486067488789558,0.7943480883244423,0.4404712915420532,0.2610495994236555,yes
3,2,1,0.45896075665950775,0.7137266123237477,0.650874674320221,0.0627384484950364,no
3,2,2,0.3877793997526169,0.7419467855971374,0.5979375243186951,0.2972593113139162,yes
3,2,3,0.33497950434684753,0.7255092605805423,0.5466836094856262,0.2667819072310892,no
3,2,4,0.29239900410175323,0.7712022641169431,0.5122395753860474,0.28430091469079305,no
3,2,5,0.2469085492193699,0.7832561515795352,0.49298611283302307,0.1932259855633612,no
3,2,6,0.2170625813305378,0.799676353209594,0.49112990498542786,0.11190917516205756,no
3,2,7,0.18501782417297363,0.8235691446218548,0.5017998814582825,0.02741642187714727,no
3,2,8,0.18171075731515884,0.7921612256966781,0.47581613063812256,0.12591703347989072,no
3,2,9,0.16035989671945572,0.8096954870312283,0.4816208779811859,0.13175720547199926,no
3,2,10,0.15456987917423248,0.8012056396367745,0.46790874004364014,0.13254823352526618,no
4,1,1,0.42485038936138153,0.5260802259414455,0.4452575147151947,0.5701651287886937,no
4,1,2,0.2721039280295372,0.6803506397265267,0.3011838458478451,0.6368700886557844,no
4,1,3,0.21002536018689474,0.725330527229934,0.25033068284392357,0.6543947166019055,no
4,1,4,0.17080256218711534,0.7721480688689105,0.2576391287147999,0.6314114135515451,no
4,1,5,0.1500750376532475,0.7937259435204829,0.24957702681422234,0.6341421077933239,no
4,1,6,0.13678163724641004,0.8103751258841924,0.23844662681221962,0.6575879265066933,yes
4,1,7,0.12364642508327961,0.8286111621125437,0.2529868111014366,0.6340887215869677,no
4,1,8,0.12145455678304036,0.8282486119875366,0.24726415798068047,0.6528020823005687,no
4,1,9,0.11104603422184785,0.8445889232417417,0.24184659868478775,0.6535244755709235,no
4,1,10,0.11867503759761651,0.8312853224716837,0.24406661093235016,0.6524780252426583,no
5,1,1,0.2704923376441002,0.7554684110601766,0.3389224037528038,0.6369208636400514,no
5,1,2,0.19375875840584436,0.7742047081599082,0.25832297280430794,0.6591641556997611,no
5,1,3,0.1532536285618941,0.805317855877684,0.2638275697827339,0.6161423430422561,no
5,1,4,0.13909991768499216,0.8140528796198775,0.2770067825913429,0.5959207837538236,no
5,1,5,0.12231822373966376,0.8342550392498981,0.23917080461978912,0.6609648113929752,no
5,1,6,0.11923657543957233,0.8352335222627874,0.2508279122412205,0.6433228456293898,no
5,1,7,0.11218868754804134,0.8447456963702704,0.2627723179757595,0.6259756754077876,no
5,1,8,0.10722922285397847,0.8501485767783711,0.2459084466099739,0.6488134467052347,no
5,1,9,0.1001879343142112,0.8595765438825019,0.24723463878035545,0.6565774535447129,no
5,1,10,0.1030902440349261,0.8534630075259967,0.23908287286758423,0.6624606306793417,yes
6,1,1,0.19244657581051192,0.837271759479033,0.3092961236834526,0.5949576291736927,no
6,1,2,0.149410097549359,0.8222772452805426,0.2767675518989563,0.6032809781015784,no
6,1,3,0.12887832211951414,0.830810781605578,0.2315158024430275,0.6703325780261298,yes
6,1,4,0.11200867220759392,0.8493933621029938,0.25801726058125496,0.630002326889757,no
6,1,5,0.10093034617602825,0.8614685616810607,0.2559543438255787,0.6376615329818737,no
6,1,6,0.10377719750006993,0.8550404784640536,0.24344773590564728,0.6538505320515742,no
6,1,7,0.09972535073757172,0.8615314059731315,0.23525675758719444,0.6646459439341378,no
