step,duration_sec
1,16.6468
2,15.5605
3,8.2235
4,8.0847
5,7.0031
6,15.9823
7,6.9833
8,15.6710
9,6.7270
10,7.9178
11,8.0639
12,7.0232
13,6.7186
14,7.8818
15,7.8032
16,6.6819
17,7.6940
18,7.8381
19,15.6502
20,7.8977
21,6.6384
22,7.7457
23,15.5371
24,15.2697
25,7.9662
26,15.4125
27,7.7158
28,15.2763
29,15.6411
30,6.8201
