step,client_id,epoch,val_loss,val_dice,is_best
1,1,1,0.9006938636302948,0.0645603123821603,no
1,1,2,0.6621032655239105,0.07612471009073597,no
1,1,3,0.5717149749398232,0.3967144026375306,no
1,1,4,0.4244971051812172,0.47657394741687653,no
1,1,5,0.4679936021566391,0.44334190381934613,no
1,1,6,0.46980519592761993,0.2911971230913425,no
1,1,7,0.3347560614347458,0.5598015660708119,no
1,1,8,0.3639327883720398,0.49899676269184445,no
1,1,9,0.39078177511692047,0.5290512266492936,no
1,1,10,0.2882343716919422,0.5935349652147882,no
1,1,11,0.2872609756886959,0.5912871706411986,no
1,1,12,0.24228563159704208,0.6557934199618657,yes
1,1,13,0.2539614625275135,0.6426783717354855,no
1,1,14,0.24728238955140114,0.6513648844868765,no
1,1,15,0.25333013385534286,0.6487416291714618,no
2,1,1,0.3564053475856781,0.5291699681728261,no
2,1,2,0.307870514690876,0.5596799782017569,no
2,1,3,0.21294062584638596,0.7045352636161819,yes
2,1,4,0.2577562555670738,0.6362269632496562,no
2,1,5,0.27736517786979675,0.6138454100936482,no
2,1,6,0.40474992245435715,0.39529747218446304,no
2,1,7,0.2342459112405777,0.6769055115947913,no
2,1,8,0.2446237877011299,0.6563883610907284,no
2,1,9,0.30313481390476227,0.5867645931747756,no
2,1,10,0.23751869052648544,0.658405638750835,no
2,1,11,0.2651126906275749,0.6302314188828066,no
2,1,12,0.23317315429449081,0.6724034685820224,no
2,1,13,0.23625218495726585,0.6722202203920589,no
2,1,14,0.26405592262744904,0.6269056640925087,no
2,1,15,0.21988246962428093,0.6941220764512943,no
3,0,1,0.6181630492210388,0.17947575682836292,no
3,0,2,1.9074095487594604,0.0,no
3,0,3,0.646403580904007,0.0625393626400916,no
3,0,4,0.45015302300453186,0.3156611620765993,no
3,0,5,0.5580674260854721,0.19032416502937607,no
3,0,6,0.39245840907096863,0.41789024917524553,no
3,0,7,0.3162364363670349,0.5144778276802313,no
3,0,8,0.3245173692703247,0.5182571280013547,no
3,0,9,0.2847972810268402,0.5587734340147275,no
3,0,10,0.2902999371290207,0.5516708454843351,no
3,0,11,0.27438463270664215,0.5769298515590505,no
3,0,12,0.2612484470009804,0.605217927055026,yes
3,0,13,0.2808370962738991,0.5725323226044448,no
3,0,14,0.2677825316786766,0.5953281993087474,no
3,0,15,0.2865363135933876,0.562088500600192,no
4,0,1,0.35899484157562256,0.4608180943276945,no
4,0,2,0.8320268392562866,0.036517016236183905,no
4,0,3,0.7885141670703888,0.05813656668790163,no
4,0,4,0.6037101000547409,0.1632887817702874,no
4,0,5,0.31832580268383026,0.5261480585966447,no
4,0,6,0.25927915424108505,0.5976880275913413,no
4,0,7,0.31711597740650177,0.5003930312446103,no
4,0,8,0.2911769151687622,0.5483377604918094,no
4,0,9,0.2495664544403553,0.6173444751187432,yes
4,0,10,0.2832072302699089,0.5653385126854835,no
4,0,11,0.26949889957904816,0.5851880218966696,no
4,0,12,0.30320845544338226,0.5279599288195074,no
4,0,13,0.26493607461452484,0.5918123272535949,no
4,0,14,0.27741774916648865,0.5755684092497417,no
4,0,15,0.2570184916257858,0.6167632487826418,no
5,2,1,0.396729975938797,0.32428419936338887,no
5,2,2,0.35196346044540405,0.3914577176085504,no
5,2,3,0.350981742143631,0.3835708674667449,no
5,2,4,0.3627278208732605,0.3705327778991772,no
5,2,5,0.44824597239494324,0.20737447698717656,no
