round,duration_sec
1,60.6810
2,18.3204
3,18.1069
4,17.8868
5,18.0059
6,18.8720
7,17.9052
8,17.9381
9,17.8362
10,17.8761
11,17.9453
12,17.7134
13,17.8668
14,18.0791
15,17.8926
