step,duration_sec
1,9.4409
2,6.9515
3,6.5991
4,8.2852
5,7.6696
6,15.4644
7,15.3766
8,7.9710
9,7.7468
10,15.3549
11,15.3598
12,7.2544
13,6.6143
14,6.6222
15,15.4241
16,15.5186
17,15.6303
18,6.8927
19,6.7190
20,8.0118
21,15.5789
22,15.4203
23,15.3267
24,7.8807
25,7.7570
26,6.7601
27,15.2981
28,7.7856
29,15.4017
30,15.2874
