run_name,model_name,encoder_name,num_rounds,local_epochs,lr,elapsed_sec,model_bytes,n_params,est_total_comm_mb,avg_fit_time_sec_per_round_per_client,avg_eval_time_sec_per_round_per_client,avg_gpu_max_alloc_mb,avg_rss_delta_mb
unet__mit_b3,unet,mit_b3,4,6,0.001,228.83116488899987,189406868,47349713,4335.179168701172,15.946388902500047,0.3736900331666296,2236.1663208007812,213.64921875
