round,epoch,train_loss,train_dice,train_iou,train_acc,val_loss,val_dice,val_iou,val_acc,best_epoch
1,1,0.7156688809394837,0.1895347015830362,0.10741082114382414,0.7905402199074074,1.0738738179206848,0.0821972363212053,0.04291972167157476,0.13649956597222224,
1,2,0.6279665708541871,0.3039159572657416,0.17986805746966567,0.8925276331018518,2.4926252365112305,0.09341760632944746,0.04907356002602373,0.24987521701388887,
1,3,0.5716507077217102,0.3765627605584919,0.2336744279396123,0.9162100694444444,1.090701162815094,0.11349492382722015,0.06031173202657596,0.3932649739583333,
1,4,0.534955644607544,0.42764052896157734,0.2749203950971425,0.9369644097222223,0.8313614130020142,0.1894247867084157,0.10599412183109498,0.7538780381944444,
1,5,0.5088939368724823,0.43163443533921664,0.2774698903635468,0.945039207175926,0.6069104969501495,0.28234944236917164,0.16500851394575605,0.8190961371527777,x
2,1,0.43260679244995115,0.4315396348353239,0.27959847992178744,0.9551575520833333,0.5828024744987488,0.2374877012368654,0.1369658802955257,0.8301725260416667,x
2,2,0.37533641457557676,0.5342415831363444,0.36635213854640625,0.9565230034722223,0.6758807599544525,0.23293930907766425,0.13538546982873192,0.8453873697916667,
2,3,0.31112807989120483,0.6613627079053442,0.49425569859476876,0.9761498842592593,1.3834346532821655,0.16312355236141213,0.08930494093136461,0.6529806857638889,
2,4,0.2499508559703827,0.7307829124417757,0.5789136270467324,0.979244212962963,1.8352853059768677,0.13206329646807355,0.07094194835337764,0.5051671006944445,
2,5,0.20828202962875367,0.7743928877570918,0.633947153459638,0.9836261574074074,1.284101128578186,0.18175054208413766,0.10026142903528835,0.6563704427083333,
3,1,0.2779648184776306,0.6046240561892916,0.4351913824264944,0.9649104456018518,0.41292451322078705,0.3671727862691002,0.22867294196394386,0.9596571180555555,
3,2,0.24521031975746155,0.6504856921117274,0.48415247311183496,0.9763051215277777,0.43336591124534607,0.38388455636173024,0.23781651097228373,0.9089073350694444,
3,3,0.18907658457756044,0.7393301998119551,0.5915369318540412,0.9811807002314815,0.3717917650938034,0.4699946248507269,0.3073888872384131,0.9279307725694445,
3,4,0.14860236942768096,0.7932316230498023,0.6581854098905767,0.9855489004629628,0.2699829041957855,0.5979352745156935,0.4614511539208743,0.9789366319444444,x
3,5,0.14166682958602905,0.7997365274665824,0.6670738106465033,0.9857364004629631,0.3025175482034683,0.5341495338943458,0.3937799205289234,0.9769032118055556,
4,1,0.20172134339809417,0.6913840518305128,0.533765734639329,0.978427951388889,0.31555022299289703,0.4995238057303452,0.3398373399516469,0.9690169270833333,
4,2,0.17583922147750855,0.7328159303947902,0.5792254559062413,0.9806458333333333,0.2754557579755783,0.5783375590204696,0.4409646922583791,0.9772309027777777,
4,3,0.1550189107656479,0.7725384959212338,0.6311996720079475,0.9841911168981483,0.22816047072410583,0.6477312603661046,0.5180404339262327,0.9790961371527778,x
4,4,0.1309814691543579,0.804681696406804,0.6751972454371138,0.9861989293981482,0.32480572164058685,0.45427283170032823,0.29627517022915445,0.9708409288194444,
4,5,0.12256943434476852,0.8177934225446621,0.6924481251673166,0.9872905092592592,0.2541097030043602,0.640298673741726,0.4826248025288792,0.9668739149305555,
5,1,0.16327640414237976,0.754285653666113,0.6059088200021933,0.9818116319444444,0.34292545169591904,0.4577312546955473,0.3183391652138479,0.9732725694444444,x
5,2,0.1716870605945587,0.7401002702953219,0.5884522267472635,0.982771267361111,0.47339943051338196,0.3217644118991565,0.1920374276654963,0.9285427517361111,
5,3,0.17044059038162232,0.7430652956367604,0.5933729890425693,0.9808709490740741,0.46013134717941284,0.22244730657651463,0.1251952800272876,0.9603005642361111,
5,4,0.13253225088119508,0.8001252865764057,0.6671646651071694,0.9859331597222223,0.5322263091802597,0.11684477770554594,0.0661518919641221,0.9630870225694445,
5,5,0.11861890405416489,0.82235420709913,0.6986075002796928,0.987880931712963,0.37675726413726807,0.40011861870014853,0.25376996547761066,0.9691449652777778,
