run_name,model_name,encoder_name,num_rounds,local_epochs,lr,elapsed_sec,model_bytes,n_params,est_total_comm_mb,avg_fit_time_sec_per_round_per_client,avg_eval_time_sec_per_round_per_client,avg_gpu_max_alloc_mb,avg_rss_delta_mb
unet__mit_b3,unet,mit_b3,7,7,0.001,853.847919636,189406868,47349713,17701.981605529785,8.510923339755102,0.2824829681836602,1941.5288584183672,21.249674479166668
