Client 2 Round 1: Incoming 8505.40 KB | Outgoing 8505.40 KB | Overhead: 0.000000s
Client 2 Round 2: Incoming 8505.40 KB | Outgoing 8505.40 KB | Overhead: 0.000001s
Client 2 Round 3: Incoming 8505.40 KB | Outgoing 8505.40 KB | Overhead: 0.000001s
Client 2 Round 4: Incoming 8505.40 KB | Outgoing 8505.40 KB | Overhead: 0.000000s
Client 2 Round 5: Incoming 8505.40 KB | Outgoing 8505.40 KB | Overhead: 0.000000s
Client 2 Round 6: Incoming 8505.40 KB | Outgoing 8505.40 KB | Overhead: 0.000000s
Client 2 Round 7: Incoming 8505.40 KB | Outgoing 8505.40 KB | Overhead: 0.000000s
Client 2 Round 8: Incoming 8505.40 KB | Outgoing 8505.40 KB | Overhead: 0.000000s
Client 2 Round 9: Incoming 8505.40 KB | Outgoing 8505.40 KB | Overhead: 0.000000s
Client 2 Round 10: Incoming 8505.40 KB | Outgoing 8505.40 KB | Overhead: 0.000000s
